IES - SIGLA,IES - NOME,Endereço,Município,UF,Latitude,Longitude,Homepage,Status Jurídico,Áreas de pesquisa,Programa de Pós-graduação,Período do inscrição – Início,Período do inscrição – Fim,Área Conhecimento,Especialização,Nota de Avaliação – Especialização – MEC,Mestrado,Doutorado,Nota de Avaliação – Pós-graduação – Capes
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,BIOLOGIA EXPERIMENTAL - CIÊNCIAS BIOLÓGICAS III,PARASITOLOGIA                                               ,18/04/26,18/05/26,PARASITOLOGIA                                               ,SIM,5,NÃO,SIM,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,BIOLOGIA EXPERIMENTAL - CIÊNCIAS BIOLÓGICAS III,PARASITOLOGIA                                               ,18/04/26,18/05/26,PARASITOLOGIA                                               ,SIM,5,NÃO,SIM,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,DESENVOLVIMENTO REGIONAL E MEIO AMBIENTE - INTERDISCIPLINAR,MEIO AMBIENTE E AGRÁRIAS                                    ,18/04/26,18/05/26,MEIO AMBIENTE E AGRÁRIAS                                    ,SIM,5,SIM,SIM,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,DESENVOLVIMENTO REGIONAL E MEIO AMBIENTE - INTERDISCIPLINAR,MEIO AMBIENTE E AGRÁRIAS                                    ,18/04/26,18/05/26,MEIO AMBIENTE E AGRÁRIAS                                    ,SIM,5,NÃO,SIM,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,DESENVOLVIMENTO REGIONAL E MEIO AMBIENTE - INTERDISCIPLINAR,MEIO AMBIENTE E AGRÁRIAS                                    ,18/04/26,18/05/26,MEIO AMBIENTE E AGRÁRIAS                                    ,SIM,5,NÃO,SIM,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,GEOGRAFIA,GEOGRAFIA                                                   ,18/04/26,18/05/26,GEOGRAFIA                                                   ,SIM,5,SIM,SIM,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,GEOGRAFIA,GEOGRAFIA                                                   ,18/04/26,18/05/26,GEOGRAFIA                                                   ,SIM,5,NÃO,SIM,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,GEOGRAFIA,GEOGRAFIA                                                   ,18/04/26,18/05/26,GEOGRAFIA                                                   ,SIM,5,NÃO,SIM,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,GEOGRAFIA,GEOGRAFIA                                                   ,18/04/26,18/05/26,GEOGRAFIA                                                   ,SIM,5,NÃO,SIM,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,"ADMINISTRAÇÃO - ADM PÚBLICA E DE EMPRESAS, C CONTÁBEIS E TURISMO",ADMINISTRAÇÃO                                               ,18/04/26,18/05/26,ADMINISTRAÇÃO                                               ,SIM,5,SIM,NÃO,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,"ADMINISTRAÇÃO - ADM PÚBLICA E DE EMPRESAS, C CONTÁBEIS E TURISMO",ADMINISTRAÇÃO                                               ,18/04/26,18/05/26,ADMINISTRAÇÃO                                               ,SIM,5,NÃO,SIM,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,PSICOLOGIA,PSICOLOGIA                                                  ,18/04/26,18/05/26,PSICOLOGIA                                                  ,SIM,5,SIM,NÃO,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,PSICOLOGIA,PSICOLOGIA                                                  ,18/04/26,18/05/26,PSICOLOGIA                                                  ,SIM,5,SIM,NÃO,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,Letras - LINGUÍSTICA E LITERATURA,LETRAS                                                      ,18/04/26,18/05/26,LETRAS                                                      ,SIM,5,SIM,NÃO,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,Letras - LINGUÍSTICA E LITERATURA,LETRAS                                                      ,18/04/26,18/05/26,LETRAS                                                      ,SIM,5,SIM,NÃO,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,Letras - LINGUÍSTICA E LITERATURA,LETRAS                                                      ,18/04/26,18/05/26,LETRAS                                                      ,SIM,5,NÃO,SIM,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,EDUCAÇÃO,EDUCAÇÃO                                                    ,18/04/26,18/05/26,EDUCAÇÃO                                                    ,SIM,5,SIM,NÃO,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,EDUCAÇÃO,EDUCAÇÃO                                                    ,18/04/26,18/05/26,EDUCAÇÃO                                                    ,SIM,5,SIM,NÃO,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,EDUCAÇÃO,EDUCAÇÃO                                                    ,18/04/26,18/05/26,EDUCAÇÃO                                                    ,SIM,5,NÃO,SIM,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,Estudos Literários - LINGUÍSTICA E LITERATURA,LITERATURA COMPARADA                                        ,18/04/26,18/05/26,LITERATURA COMPARADA                                        ,SIM,5,SIM,NÃO,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,Estudos Literários - LINGUÍSTICA E LITERATURA,LITERATURA COMPARADA                                        ,18/04/26,18/05/26,LITERATURA COMPARADA                                        ,SIM,5,SIM,NÃO,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,Estudos Literários - LINGUÍSTICA E LITERATURA,LITERATURA COMPARADA                                        ,18/04/26,18/05/26,LITERATURA COMPARADA                                        ,SIM,5,NÃO,SIM,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,CIÊNCIAS AMBIENTAIS,CIÊNCIAS AMBIENTAIS                                         ,18/04/26,18/05/26,CIÊNCIAS AMBIENTAIS                                         ,SIM,5,SIM,NÃO,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,CIÊNCIAS AMBIENTAIS,CIÊNCIAS AMBIENTAIS                                         ,18/04/26,18/05/26,CIÊNCIAS AMBIENTAIS                                         ,SIM,5,SIM,NÃO,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,CIÊNCIAS AMBIENTAIS,CIÊNCIAS AMBIENTAIS                                         ,18/04/26,18/05/26,CIÊNCIAS AMBIENTAIS                                         ,SIM,5,NÃO,SIM,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,ENSINO DE CIÊNCIAS DA NATUREZA - PPGECN - ENSINO,ENSINO DE CIÊNCIAS E MATEMÁTICA                             ,18/04/26,18/05/26,ENSINO DE CIÊNCIAS E MATEMÁTICA                             ,SIM,5,SIM,NÃO,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,CONSERVAÇÃO E USO DE RECURSOS NATURAIS - BIODIVERSIDADE,ECOLOGIA                                                    ,18/04/26,18/05/26,ECOLOGIA                                                    ,SIM,5,SIM,NÃO,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,CONSERVAÇÃO E USO DE RECURSOS NATURAIS - BIODIVERSIDADE,ECOLOGIA                                                    ,18/04/26,18/05/26,ECOLOGIA                                                    ,SIM,5,NÃO,SIM,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,EDUCAÇÃO MATEMÁTICA - ENSINO,ENSINO DE CIÊNCIAS E MATEMÁTICA                             ,18/04/26,18/05/26,ENSINO DE CIÊNCIAS E MATEMÁTICA                             ,SIM,5,SIM,NÃO,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,FILOSOFIA,FILOSOFIA                                                   ,18/04/26,18/05/26,FILOSOFIA                                                   ,SIM,5,SIM,NÃO,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,AGROECOSSISTEMAS AMAZÔNICOS - INTERDISCIPLINAR,MEIO AMBIENTE E AGRÁRIAS                                    ,18/04/26,18/05/26,MEIO AMBIENTE E AGRÁRIAS                                    ,SIM,5,SIM,NÃO,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,AGROECOSSISTEMAS AMAZÔNICOS - INTERDISCIPLINAR,MEIO AMBIENTE E AGRÁRIAS                                    ,18/04/26,18/05/26,MEIO AMBIENTE E AGRÁRIAS                                    ,SIM,5,NÃO,SIM,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,HISTÓRIA DA AMAZÔNIA - HISTÓRIA,HISTÓRIA REGIONAL DO BRASIL                                 ,18/04/26,18/05/26,HISTÓRIA REGIONAL DO BRASIL                                 ,SIM,5,SIM,NÃO,5
UNIR,UNIVERSIDADE FEDERAL DE RONDÔNIA,"Av. Pres. Dutra, 2965 - Olaria, Porto Velho - RO, 76801-052, Brazil",PORTO VELHO,RO,"-8,7635437","-63,9065259",https://propesq.unir.br/homepage,Federal,Biodiversidade e Biotecnologia - Rede BIONORTE - BIOTECNOLOGIA,BIOTECNOLOGIA                                               ,18/04/26,18/05/26,BIOTECNOLOGIA                                               ,SIM,5,NÃO,SIM,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,ECOLOGIA E MANEJO DE RECURSOS NATURAIS - BIODIVERSIDADE,ECOLOGIA                                                    ,18/04/26,18/05/26,ECOLOGIA                                                    ,SIM,5,SIM,NÃO,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,ECOLOGIA E MANEJO DE RECURSOS NATURAIS - BIODIVERSIDADE,ECOLOGIA                                                    ,18/04/26,18/05/26,ECOLOGIA                                                    ,SIM,5,SIM,NÃO,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,LETRAS- LINGUAGEM E IDENTIDADE - LINGUÍSTICA E LITERATURA,LETRAS                                                      ,18/04/26,18/05/26,LETRAS                                                      ,SIM,5,SIM,SIM,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,LETRAS- LINGUAGEM E IDENTIDADE - LINGUÍSTICA E LITERATURA,LETRAS                                                      ,18/04/26,18/05/26,LETRAS                                                      ,SIM,5,NÃO,SIM,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,LETRAS- LINGUAGEM E IDENTIDADE - LINGUÍSTICA E LITERATURA,LETRAS                                                      ,18/04/26,18/05/26,LETRAS                                                      ,SIM,5,SIM,SIM,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,LETRAS- LINGUAGEM E IDENTIDADE - LINGUÍSTICA E LITERATURA,LETRAS                                                      ,18/04/26,18/05/26,LETRAS                                                      ,SIM,5,NÃO,SIM,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,LETRAS- LINGUAGEM E IDENTIDADE - LINGUÍSTICA E LITERATURA,LETRAS                                                      ,18/04/26,18/05/26,LETRAS                                                      ,SIM,5,NÃO,SIM,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,PRODUÇÃO VEGETAL - CIÊNCIAS AGRÁRIAS I,AGRONOMIA                                                   ,18/04/26,18/05/26,AGRONOMIA                                                   ,SIM,5,SIM,SIM,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,PRODUÇÃO VEGETAL - CIÊNCIAS AGRÁRIAS I,AGRONOMIA                                                   ,18/04/26,18/05/26,AGRONOMIA                                                   ,SIM,5,NÃO,SIM,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,PRODUÇÃO VEGETAL - CIÊNCIAS AGRÁRIAS I,AGRONOMIA                                                   ,18/04/26,18/05/26,AGRONOMIA                                                   ,SIM,5,NÃO,SIM,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,SAÚDE COLETIVA,SAÚDE COLETIVA                                              ,18/04/26,18/05/26,SAÚDE COLETIVA                                              ,SIM,5,SIM,SIM,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,SAÚDE COLETIVA,SAÚDE COLETIVA                                              ,18/04/26,18/05/26,SAÚDE COLETIVA                                              ,SIM,5,NÃO,SIM,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,SAÚDE COLETIVA,SAÚDE COLETIVA                                              ,18/04/26,18/05/26,SAÚDE COLETIVA                                              ,SIM,5,NÃO,SIM,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,SAÚDE COLETIVA,SAÚDE COLETIVA                                              ,18/04/26,18/05/26,SAÚDE COLETIVA                                              ,SIM,5,NÃO,SIM,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,"Ciência, Inovação e Tecnologia para a Amazônia - INTERDISCIPLINAR",MEIO AMBIENTE E AGRÁRIAS                                    ,18/04/26,18/05/26,MEIO AMBIENTE E AGRÁRIAS                                    ,SIM,5,SIM,NÃO,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,"Ciência, Inovação e Tecnologia para a Amazônia - INTERDISCIPLINAR",MEIO AMBIENTE E AGRÁRIAS                                    ,18/04/26,18/05/26,MEIO AMBIENTE E AGRÁRIAS                                    ,SIM,5,SIM,NÃO,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,"Ciência, Inovação e Tecnologia para a Amazônia - INTERDISCIPLINAR",MEIO AMBIENTE E AGRÁRIAS                                    ,18/04/26,18/05/26,MEIO AMBIENTE E AGRÁRIAS                                    ,SIM,5,NÃO,SIM,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,"Ciência, Inovação e Tecnologia para a Amazônia - INTERDISCIPLINAR",MEIO AMBIENTE E AGRÁRIAS                                    ,18/04/26,18/05/26,MEIO AMBIENTE E AGRÁRIAS                                    ,SIM,5,SIM,NÃO,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,Sanidade e Produção Animal Sustentável na Amazônia Ocidental - MEDICINA VETERINÁRIA,MEDICINA VETERINÁRIA                                        ,18/04/26,18/05/26,MEDICINA VETERINÁRIA                                        ,SIM,5,SIM,SIM,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,Sanidade e Produção Animal Sustentável na Amazônia Ocidental - MEDICINA VETERINÁRIA,MEDICINA VETERINÁRIA                                        ,18/04/26,18/05/26,MEDICINA VETERINÁRIA                                        ,SIM,5,NÃO,SIM,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,Sanidade e Produção Animal Sustentável na Amazônia Ocidental - MEDICINA VETERINÁRIA,MEDICINA VETERINÁRIA                                        ,18/04/26,18/05/26,MEDICINA VETERINÁRIA                                        ,SIM,5,NÃO,SIM,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,EDUCAÇÃO,EDUCAÇÃO                                                    ,18/04/26,18/05/26,EDUCAÇÃO                                                    ,SIM,5,SIM,NÃO,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,CIÊNCIAS DA SAÚDE NA AMAZÔNIA OCIDENTAL - MEDICINA II,ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA                     ,18/04/26,18/05/26,ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA                     ,SIM,5,SIM,NÃO,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,CIÊNCIAS DA SAÚDE NA AMAZÔNIA OCIDENTAL - MEDICINA II,ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA                     ,18/04/26,18/05/26,ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA                     ,SIM,5,NÃO,SIM,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,CIÊNCIA FLORESTAL - CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL                  ,18/04/26,18/05/26,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL                  ,SIM,5,SIM,NÃO,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,CIÊNCIA FLORESTAL - CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL                  ,18/04/26,18/05/26,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL                  ,SIM,5,SIM,NÃO,5
UFAC,UNIVERSIDADE FEDERAL DO ACRE,"BR-364, Km 04 - Distrito Industrial, Rio Branco - AC, 69920-900, Brazil",RIO BRANCO,AC,"-9,9565564","-67,8649033",https://www.ufac.br/site/academico/mestrados-e-doutorados,Federal,CIÊNCIA FLORESTAL - CIÊNCIAS AGRÁRIAS I,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL                  ,18/04/26,18/05/26,RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL                  ,SIM,5,NÃO,SIM,5
