AN_BASE;NM_GRANDE_AREA_CONHECIMENTO;NM_AREA_CONHECIMENTO;NM_SUBAREA_CONHECIMENTO;NM_ESPECIALIDADE;CD_AREA_AVALIACAO;NM_AREA_AVALIACAO;CD_ENTIDADE_CAPES;CD_ENTIDADE_EMEC;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;CS_STATUS_JURIDICO;DS_DEPENDENCIA_ADMINISTRATIVA;DS_ORGANIZACAO_ACADEMICA;NM_REGIAO;SG_UF_PROGRAMA;NM_MUNICIPIO_PROGRAMA_IES;CD_PROGRAMA_IES;NM_PROGRAMA_IES;CD_CURSO_PPG;NM_CURSO;NM_GRAU_CURSO;CD_CONCEITO_CURSO;AN_INICIO_PREVISTO;DS_SITUACAO_CURSO;DT_SITUACAO_CURSO;ID_ADD_FOTO_PROGRAMA_IES;ID_ADD_FOTO_PROGRAMA
2024;CIÊNCIAS HUMANAS;FILOSOFIA;NÃO SE APLICA;NÃO SE APLICA;33;FILOSOFIA;40015017;609;UNIOESTE;UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUL;PR;TOLEDO;40015017005P2;FILOSOFIA;40015017005D3;FILOSOFIA;DOUTORADO;5;2015;EM FUNCIONAMENTO;07OCT2015:00:00:00;261450;196716
2024;CIÊNCIAS DA SAÚDE;MEDICINA;SAÚDE MATERNO-INFANTIL;NÃO SE APLICA;16;MEDICINA II;22001018;583;UFC;UNIVERSIDADE FEDERAL DO CEARÁ;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;CE;FORTALEZA;22001018086P4;SAÚDE DA MULHER E DA CRIANÇA;22001018086F7;SAÚDE DA MULHER E DA CRIANÇA;MESTRADO PROFISSIONAL;3;2016;EM FUNCIONAMENTO;26FEB2016:00:00:00;263652;197927
2024;CIÊNCIAS DA SAÚDE;ENFERMAGEM;NÃO SE APLICA;NÃO SE APLICA;20;ENFERMAGEM;22002014;555;UNIFOR;UNIVERSIDADE DE FORTALEZA;PARTICULAR;PRIVADA;UNIVERSIDADE;NORDESTE;CE;FORTALEZA;22002014012P7;TECNOLOGIA E INOVAÇÃO EM ENFERMAGEM;22002014012F0;TECNOLOGIA E INOVAÇÃO EM ENFERMAGEM;MESTRADO PROFISSIONAL;3;2016;EM FUNCIONAMENTO;10FEB2017:00:00:00;263665;197940
2024;MULTIDISCIPLINAR;ENSINO;NÃO SE APLICA;NÃO SE APLICA;46;ENSINO;31035019;472;UNIGRANRIO;UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY;PARTICULAR;PRIVADA;UNIVERSIDADE;SUDESTE;RJ;DUQUE DE CAXIAS;31035019003P8;ENSINO DE CIÊNCIAS E SAÚDE;31035019003F0;ENSINO DE CIÊNCIAS E SAÚDE;MESTRADO PROFISSIONAL;4;2007;EM FUNCIONAMENTO;02JUN2020:00:00:00;265273;198895
2024;CIÊNCIAS HUMANAS;FILOSOFIA;NÃO SE APLICA;NÃO SE APLICA;33;FILOSOFIA;23001011;570;UFRN;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;RN;NATAL;23001011030P1;FILOSOFIA;23001011030D2;FILOSOFIA;DOUTORADO;5;2016;EM FUNCIONAMENTO;04FEB2016:00:00:00;266476;199655
2024;MULTIDISCIPLINAR;MATERIAIS;NÃO SE APLICA;NÃO SE APLICA;47;MATERIAIS;42041015;23;FEEVALE;UNIVERSIDADE FEEVALE;PARTICULAR;PRIVADA;UNIVERSIDADE;SUL;RS;NOVO HAMBURGO;42041015003P5;TECNOLOGIA DE MATERIAIS E PROCESSOS INDUSTRIAIS;42041015003F8;TECNOLOGIA DE MATERIAIS E PROCESSOS INDUSTRIAIS;MESTRADO PROFISSIONAL;5;2009;EM FUNCIONAMENTO;18SEP2012:00:00:00;266386;199566
2024;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;DIREITO PÚBLICO;NÃO SE APLICA;26;DIREITO;52001016;584;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;FEDERAL;PÚBLICA;UNIVERSIDADE;CENTRO-OESTE;GO;GOIÂNIA;52001016107P6;DIREITO E POLÍTICAS PÚBLICAS;52001016107R2;DIREITO E POLÍTICAS PÚBLICAS;DOUTORADO PROFISSIONAL;4;9999;EM PROJETO;16OCT2024:00:00:00;256827;193101
2024;ENGENHARIAS;ENGENHARIA MECÂNICA;NÃO SE APLICA;NÃO SE APLICA;13;ENGENHARIAS III;33002010;55;USP;UNIVERSIDADE DE SÃO PAULO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;33002010046P0;ENGENHARIA MECÂNICA;33002010046M0;ENGENHARIA MECÂNICA;MESTRADO;5;1971;EM FUNCIONAMENTO;18SEP2012:00:00:00;257613;193830
2024;LINGÜÍSTICA, LETRAS E ARTES;LETRAS;NÃO SE APLICA;NÃO SE APLICA;41;LINGUÍSTICA E LITERATURA;28001010;578;UFBA;UNIVERSIDADE FEDERAL DA BAHIA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;BA;SALVADOR;28001010079P8;LITERATURA E CULTURA;28001010079M8;LITERATURA E CULTURA;MESTRADO;5;2010;EM FUNCIONAMENTO;26MAR2012:00:00:00;259036;194910
2024;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO;ADMINISTRAÇÃO DE EMPRESAS;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;33149011;1273;UNIFACCAMP;CENTRO UNIVERSITÁRIO CAMPO LIMPO PAULISTA;PARTICULAR;PRIVADA;CENTRO UNIVERSITÁRIO;SUDESTE;SP;CAMPO LIMPO PAULISTA;33149011001P5;ADMINISTRAÇÃO DAS MICRO E PEQUENAS EMPRESAS;33149011001F8;ADMINISTRAÇÃO DAS MICRO E PEQUENAS EMPRESAS;MESTRADO PROFISSIONAL;4;2009;EM FUNCIONAMENTO;18SEP2012:00:00:00;256792;193060
2024;ENGENHARIAS;ENGENHARIA SANITÁRIA;NÃO SE APLICA;NÃO SE APLICA;10;ENGENHARIAS I;32004010;592;UFLA;UNIVERSIDADE FEDERAL DE LAVRAS;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;LAVRAS;32004010043P4;ENGENHARIA AMBIENTAL;32004010043M4;ENGENHARIA AMBIENTAL;MESTRADO;3;2019;EM FUNCIONAMENTO;22JAN2020:00:00:00;259605;195370
2024;CIÊNCIAS DA SAÚDE;MEDICINA;CLÍNICA MÉDICA;NEFROLOGIA;15;MEDICINA I;33002010;55;USP;UNIVERSIDADE DE SÃO PAULO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;33002010117P4;NEFROLOGIA;33002010117M4;NEFROLOGIA;MESTRADO;6;1980;EM FUNCIONAMENTO;18SEP2012:00:00:00;260181;195839
2024;CIÊNCIAS HUMANAS;ARQUEOLOGIA;NÃO SE APLICA;NÃO SE APLICA;35;ANTROPOLOGIA / ARQUEOLOGIA;25001019;580;UFPE;UNIVERSIDADE FEDERAL DE PERNAMBUCO;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;PE;RECIFE;25001019059P5;ARQUEOLOGIA;25001019059D6;ARQUEOLOGIA;DOUTORADO;5;2003;EM FUNCIONAMENTO;09AUG2018:00:00:00;260324;195918
2024;LINGÜÍSTICA, LETRAS E ARTES;LINGÜÍSTICA;NÃO SE APLICA;NÃO SE APLICA;41;LINGUÍSTICA E LITERATURA;31001017;586;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;31001017167P0;LINGUÍSTICA E LÍNGUAS INDÍGENAS;31001017167F2;LINGUÍSTICA E LÍNGUAS INDÍGENAS;MESTRADO PROFISSIONAL;4;2016;EM FUNCIONAMENTO;24MAY2019:00:00:00;261047;196455
2024;CIÊNCIAS DA SAÚDE;MEDICINA;NÃO SE APLICA;NÃO SE APLICA;15;MEDICINA I;33003017;54;UNICAMP;UNIVERSIDADE ESTADUAL DE CAMPINAS;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;CAMPINAS;33003017171P5;CIÊNCIA APLICADA À QUALIFICAÇÃO MÉDICA;33003017171F8;CIÊNCIA APLICADA À QUALIFICAÇÃO MÉDICA;MESTRADO PROFISSIONAL;4;2017;EM FUNCIONAMENTO;18APR2017:00:00:00;261981;197058
2024;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;NÃO SE APLICA;NÃO SE APLICA;24;MEDICINA VETERINÁRIA;15002012;590;UFRA;UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;PA;BELÉM;15002012006P7;SAÚDE E PRODUÇÃO ANIMAL NA AMAZÔNIA;15002012006D8;SAÚDE E PRODUÇÃO ANIMAL NA AMAZÔNIA;DOUTORADO;5;2014;EM FUNCIONAMENTO;21MAY2020:00:00:00;262820;197471
2024;ENGENHARIAS;ENGENHARIA DE PRODUÇÃO;NÃO SE APLICA;NÃO SE APLICA;13;ENGENHARIAS III;25001019;580;UFPE;UNIVERSIDADE FEDERAL DE PERNAMBUCO;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;PE;RECIFE;25001019065P5;ENGENHARIA DE PRODUÇÃO;25001019065F8;ENGENHARIA DE PRODUCAO;MESTRADO PROFISSIONAL;4;2000;EM FUNCIONAMENTO;18SEP2012:00:00:00;260402;196018
2024;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS, CULTURAS E HUMANIDADES;NÃO SE APLICA;45;INTERDISCIPLINAR;41005015;83;UNIVALI;UNIVERSIDADE DO VALE DO ITAJAÍ;PARTICULAR;PRIVADA;UNIVERSIDADE;SUL;SC;ITAJAÍ;41005015007P6;GESTÃO DE POLÍTICAS PÚBLICAS;41005015007F9;GESTÃO DE POLÍTICAS PÚBLICAS;MESTRADO PROFISSIONAL;4;2001;EM FUNCIONAMENTO;18SEP2012:00:00:00;259768;195525
2024;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO;CIÊNCIAS CONTÁBEIS;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;25001019;580;UFPE;UNIVERSIDADE FEDERAL DE PERNAMBUCO;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;PE;RECIFE;25001019068P4;CIÊNCIAS CONTÁBEIS;25001019068D5;CIÊNCIAS CONTÁBEIS;DOUTORADO;4;2016;EM FUNCIONAMENTO;09SEP2020:00:00:00;257942;193948
2024;MULTIDISCIPLINAR;BIOTECNOLOGIA;NÃO SE APLICA;NÃO SE APLICA;48;BIOTECNOLOGIA;33004030;56;UNESP-ARARAQUARA;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS ARARAQUARA;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;ARARAQUARA;33004030077P0;BIOTECNOLOGIA;33004030077M0;BIOTECNOLOGIA;MESTRADO;5;1995;EM FUNCIONAMENTO;18SEP2012:00:00:00;256982;193268
2024;CIÊNCIAS SOCIAIS APLICADAS;TURISMO;NÃO SE APLICA;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;40001016;571;UFPR;UNIVERSIDADE FEDERAL DO PARANÁ;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;PR;CURITIBA;40001016079P9;TURISMO;40001016079M9;TURISMO;MESTRADO;3;2013;EM FUNCIONAMENTO;08FEB2017:00:00:00;260093;195808
2024;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;NÃO SE APLICA;NÃO SE APLICA;26;DIREITO;33105014;997;CEUB;CENTRO UNIVERSITÁRIO DE BAURU;PARTICULAR;PRIVADA;CENTRO UNIVERSITÁRIO;SUDESTE;SP;BAURU;33105014001P2;SISTEMA CONSTITUCIONAL DE GARANTIA DE DIREITOS;33105014001M2;SISTEMA CONSTITUCIONAL DE GARANTIA DE DIREITOS;MESTRADO;5;1998;EM FUNCIONAMENTO;14AUG2020:00:00:00;265593;198996
2024;CIÊNCIAS SOCIAIS APLICADAS;TURISMO;NÃO SE APLICA;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;33106010;466;UAM;UNIVERSIDADE ANHEMBI MORUMBI;PARTICULAR;PRIVADA;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;33106010001P9;HOSPITALIDADE;33106010001M9;HOSPITALIDADE;MESTRADO;4;2002;EM FUNCIONAMENTO;13NOV2017:00:00:00;266450;199599
2024;CIÊNCIAS HUMANAS;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;28005015;40;UNEB;UNIVERSIDADE DO ESTADO DA BAHIA;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORDESTE;BA;JACOBINA;28005015014P5;EDUCAÇÃO E DIVERSIDADE;28005015014F8;EDUCAÇÃO E DIVERSIDADE;MESTRADO PROFISSIONAL;4;2014;EM FUNCIONAMENTO;06OCT2014:00:00:00;265258;198878
2024;MULTIDISCIPLINAR;INTERDISCIPLINAR;SAÚDE E BIOLÓGICAS;NÃO SE APLICA;45;INTERDISCIPLINAR;42021014;641;UNILASALLE;UNIVERSIDADE LA SALLE;PARTICULAR;PRIVADA;UNIVERSIDADE;SUL;RS;CANOAS;42021014004P8;SAÚDE E DESENVOLVIMENTO HUMANO;42021014004R4;SAÚDE E DESENVOLVIMENTO HUMANO;DOUTORADO PROFISSIONAL;4;2024;EM FUNCIONAMENTO;12NOV2024:00:00:00;266458;199627
2024;CIÊNCIAS HUMANAS;ANTROPOLOGIA;NÃO SE APLICA;NÃO SE APLICA;35;ANTROPOLOGIA / ARQUEOLOGIA;51005018;4504;UFGD;UNIVERSIDADE FEDERAL DA GRANDE DOURADOS;FEDERAL;PÚBLICA;UNIVERSIDADE;CENTRO-OESTE;MS;DOURADOS;51005018013P4;ANTROPOLOGIA;51005018013D5;ANTROPOLOGIA;DOUTORADO;4;2025;EM PROJETO;01AUG2023:00:00:00;266228;199451
2024;ENGENHARIAS;ENGENHARIA ELÉTRICA;ELETRÔNICA INDUSTRIAL, SISTEMAS E CONTROLES ELETRÔNICOS;AUTOMAÇÃO ELETRÔNICA DE PROCESSOS ELÉTRICOS E INDUSTRIAIS;14;ENGENHARIAS IV;32020015;594;CEFET-MG;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS;FEDERAL;PÚBLICA;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA;SUDESTE;MG;LEOPOLDINA;32020015012P6;AUTOMAÇÃO E SISTEMAS;32020015012F9;AUTOMAÇÃO E SISTEMAS;MESTRADO PROFISSIONAL;A;2021;EM FUNCIONAMENTO;17NOV2023:00:00:00;265198;198818
2024;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;NÃO SE APLICA;NÃO SE APLICA;5;GEOCIÊNCIAS;27001016;3;UFS;UNIVERSIDADE FEDERAL DE SERGIPE;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;SE;SÃO CRISTÓVÃO;27001016036P0;GEOCIÊNCIAS E ANÁLISE DE BACIAS - PGAB;27001016036M0;GEOCIÊNCIAS E ANÁLISE DE BACIAS;MESTRADO;4;2011;EM FUNCIONAMENTO;03SEP2012:00:00:00;262963;197613
2024;CIÊNCIAS EXATAS E DA TERRA;CIÊNCIA DA COMPUTAÇÃO;NÃO SE APLICA;NÃO SE APLICA;2;COMPUTAÇÃO;28001010;578;UFBA;UNIVERSIDADE FEDERAL DA BAHIA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;BA;SALVADOR;28001010095P3;CIÊNCIA DA COMPUTAÇÃO;28001010095M3;CIÊNCIA DA COMPUTAÇÃO;MESTRADO;5;2014;EM FUNCIONAMENTO;20MAR2014:00:00:00;264618;198489
2024;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS, CULTURAS E HUMANIDADES;NÃO SE APLICA;45;INTERDISCIPLINAR;26005018;5242;UNEAL;UNIVERSIDADE ESTADUAL DE ALAGOAS;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORDESTE;AL;ARAPIRACA;26005018001P5;DINÂMICAS TERRITORIAIS E CULTURA;26005018001M5;DINÂMICAS TERRITORIAIS E CULTURA;MESTRADO;3;2016;EM FUNCIONAMENTO;03JUN2016:00:00:00;258605;194527
2024;ENGENHARIAS;ENGENHARIA DE PRODUÇÃO;NÃO SE APLICA;NÃO SE APLICA;13;ENGENHARIAS III;31001017;586;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;31001017102P5;PLANEJAMENTO ENERGÉTICO;31001017102M5;PLANEJAMENTO ENERGÉTICO;MESTRADO;6;1991;EM FUNCIONAMENTO;26JAN2017:00:00:00;258314;194252
2024;ENGENHARIAS;ENGENHARIA MECÂNICA;ENGENHARIA TÉRMICA;TERMODINÂMICA;13;ENGENHARIAS III;24001015;579;UFPB-JOÃO PESSOA;UNIVERSIDADE FEDERAL DA PARAÍBA - CAMPUS JOÃO PESSOA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;PB;JOÃO PESSOA;24001015072P9;ENERGIAS RENOVÁVEIS;24001015072M9;ENERGIAS RENOVÁVEIS;MESTRADO;4;2014;EM FUNCIONAMENTO;28MAY2014:00:00:00;258345;194260
2024;ENGENHARIAS;ENGENHARIA SANITÁRIA;NÃO SE APLICA;NÃO SE APLICA;10;ENGENHARIAS I;32001010;575;UFMG;UNIVERSIDADE FEDERAL DE MINAS GERAIS;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;BELO HORIZONTE;32001010014P1;SANEAMENTO, MEIO AMBIENTE E RECURSOS HÍDRICOS;32001010014D2;SANEAMENTO, MEIO AMBIENTE E RECURSOS HÍDRICOS;DOUTORADO;7;2000;EM FUNCIONAMENTO;18SEP2012:00:00:00;261499;196696
2024;CIÊNCIAS HUMANAS;ANTROPOLOGIA;NÃO SE APLICA;NÃO SE APLICA;35;ANTROPOLOGIA / ARQUEOLOGIA;40001016;571;UFPR;UNIVERSIDADE FEDERAL DO PARANÁ;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;PR;CURITIBA;40001016027P9;ANTROPOLOGIA E ARQUEOLOGIA;40001016027D0;ANTROPOLOGIA E ARQUEOLOGIA;DOUTORADO;4;2014;EM FUNCIONAMENTO;29MAY2014:00:00:00;260505;196070
2024;CIÊNCIAS DA SAÚDE;FARMÁCIA;NÃO SE APLICA;NÃO SE APLICA;19;FARMÁCIA;41001010;585;UFSC;UNIVERSIDADE FEDERAL DE SANTA CATARINA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;SC;FLORIANÓPOLIS;41001010044P7;FARMÁCIA;41001010044D8;FARMÁCIA;DOUTORADO;5;2005;EM FUNCIONAMENTO;18SEP2012:00:00:00;261265;196544
2024;CIÊNCIAS DA SAÚDE;FARMÁCIA;NÃO SE APLICA;NÃO SE APLICA;19;FARMÁCIA;27001016;3;UFS;UNIVERSIDADE FEDERAL DE SERGIPE;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;SE;SÃO CRISTÓVÃO;27001016019P9;CIÊNCIAS FARMACÊUTICAS;27001016019D0;DOUTORADO EM CIÊNCIAS FARMACÊUTICAS;DOUTORADO;4;2015;EM FUNCIONAMENTO;08MAY2015:00:00:00;263899;198049
2024;CIÊNCIAS HUMANAS;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;31002013;574;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;SEROPÉDICA;31002013020P5;EDUCAÇÃO, CONTEXTOS CONTEMPORÂNEOS E DEMANDAS POPULARES;31002013020M5;EDUCAÇÃO, CONTEXTOS CONTEMPORÂNEOS E DEMANDAS POPULARES;MESTRADO;4;2009;EM FUNCIONAMENTO;18SEP2012:00:00:00;264865;198671
2024;CIÊNCIAS DA SAÚDE;FISIOTERAPIA E TERAPIA OCUPACIONAL;NÃO SE APLICA;NÃO SE APLICA;21;EDUCAÇÃO FÍSICA, FISIOTERAPIA, FONOAUDIOLOGIA E TERAPIA OCUPACIONAL;23001011;570;UFRN;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;RN;SANTA CRUZ;23001011173P7;CIÊNCIAS DA REABILITAÇÃO;23001011173M7;PROGRAMA DE PÓS GADUAÇÃO EM CIÊNCIAS DA REABILITAÇÃO;MESTRADO;4;2016;EM FUNCIONAMENTO;01AUG2016:00:00:00;261352;196620
2024;ENGENHARIAS;ENGENHARIA ELÉTRICA;NÃO SE APLICA;NÃO SE APLICA;14;ENGENHARIAS IV;31001017;586;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;31001017029P6;ENGENHARIA ELÉTRICA;31001017029M6;ENGENHARIA ELÉTRICA;MESTRADO;6;1966;EM FUNCIONAMENTO;18SEP2012:00:00:00;262053;197126
2024;MULTIDISCIPLINAR;ENSINO;NÃO SE APLICA;NÃO SE APLICA;46;ENSINO;28002016;666;UEFS;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORDESTE;BA;FEIRA DE SANTANA;28002016021P2;ENSINO DE MATEMÁTICA;28002016021M2;PROGRAMA DE PÓS-GRADUAÇÃO EM ENSINO DE MATEMÁTICA;MESTRADO;A;2024;EM FUNCIONAMENTO;18MAR2024:00:00:00;264474;198369
2024;CIÊNCIAS DA SAÚDE;MEDICINA;CLÍNICA MÉDICA;NÃO SE APLICA;15;MEDICINA I;33003017;54;UNICAMP;UNIVERSIDADE ESTADUAL DE CAMPINAS;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;CAMPINAS;33003017023P6;CIÊNCIAS MÉDICAS;33003017023M6;CIÊNCIAS MÉDICAS;MESTRADO;5;1979;EM FUNCIONAMENTO;18SEP2012:00:00:00;262678;197367
2024;MULTIDISCIPLINAR;INTERDISCIPLINAR;SAÚDE E BIOLÓGICAS;NÃO SE APLICA;45;INTERDISCIPLINAR;51001012;694;UFMS;UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;FEDERAL;PÚBLICA;UNIVERSIDADE;CENTRO-OESTE;MS;CAMPO GRANDE;51001012019P7;SAÚDE E DESENVOLVIMENTO NA REGIÃO CENTRO-OESTE;51001012019M7;SAÚDE E DESENVOLVIMENTO NA REGIÃO CENTRO-OESTE;MESTRADO;5;2006;EM FUNCIONAMENTO;18SEP2012:00:00:00;264245;198181
2024;CIÊNCIAS DA SAÚDE;ENFERMAGEM;NÃO SE APLICA;NÃO SE APLICA;20;ENFERMAGEM;33009015;591;UNIFESP;UNIVERSIDADE FEDERAL DE SÃO PAULO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;33009015035P2;ENFERMAGEM;33009015035M2;ENFERMAGEM;MESTRADO;6;1996;EM FUNCIONAMENTO;18SEP2012:00:00:00;261136;196496
2024;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;NÃO SE APLICA;NÃO SE APLICA;24;MEDICINA VETERINÁRIA;40001016;571;UFPR;UNIVERSIDADE FEDERAL DO PARANÁ;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;PR;CURITIBA;40001016023P3;CIÊNCIAS VETERINÁRIAS;40001016023D4;CIÊNCIAS VETERINÁRIAS;DOUTORADO;6;2009;EM FUNCIONAMENTO;22NOV2017:00:00:00;264579;198472
2024;CIÊNCIAS HUMANAS;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;30001013;573;UFES;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;ES;VITÓRIA;30001013001P1;EDUCAÇÃO;30001013001D2;EDUCAÇÃO;DOUTORADO;6;2004;EM FUNCIONAMENTO;23JUL2020:00:00:00;264692;198578
2024;CIÊNCIAS DA SAÚDE;ENFERMAGEM;NÃO SE APLICA;NÃO SE APLICA;20;ENFERMAGEM;40002012;9;UEL;UNIVERSIDADE ESTADUAL DE LONDRINA;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUL;PR;LONDRINA;40002012047P6;ENFERMAGEM;40002012047M6;ENFERMAGEM;MESTRADO;4;2010;EM FUNCIONAMENTO;07DEC2010:00:00:00;260531;196085
2024;CIÊNCIAS HUMANAS;HISTÓRIA;NÃO SE APLICA;NÃO SE APLICA;40;HISTÓRIA;20002017;568;UEMA;UNIVERSIDADE ESTADUAL DO MARANHÃO;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORDESTE;MA;SÃO LUÍS;20002017008P4;HISTÓRIA;20002017008F7;HISTÓRIA;MESTRADO PROFISSIONAL;5;2014;EM FUNCIONAMENTO;09FEB2017:00:00:00;266204;199470
2024;CIÊNCIAS AGRÁRIAS;AGRONOMIA;FITOTECNIA;MELHORAMENTO VEGETAL;42;CIÊNCIAS AGRÁRIAS I;25003011;587;UFRPE;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;PE;RECIFE;25003011015P0;AGRONOMIA ( MELHORAMENTO GENÉTICO DE PLANTAS);25003011015M0;AGRONOMIA (MELHORAMENTO GENÉTICO DE PLANTAS);MESTRADO;4;2003;EM FUNCIONAMENTO;18SEP2012:00:00:00;265307;198926
2024;LINGÜÍSTICA, LETRAS E ARTES;LETRAS;NÃO SE APLICA;NÃO SE APLICA;41;LINGUÍSTICA E LITERATURA;12008010;3172;UEA;UNIVERSIDADE DO ESTADO DO AMAZONAS;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORTE;AM;MANAUS;12008010039P6;LETRAS E ARTES;12008010039M6;LETRAS E ARTES;MESTRADO;4;2015;EM FUNCIONAMENTO;27MAR2018:00:00:00;265142;198825
2024;CIÊNCIAS DA SAÚDE;ENFERMAGEM;NÃO SE APLICA;NÃO SE APLICA;20;ENFERMAGEM;15006018;38;UEPA;UNIVERSIDADE DO ESTADO DO PARÁ;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORTE;PA;BELÉM;15006018003P3;ENFERMAGEM;15006018003M3;ENFERMAGEM;MESTRADO;4;2010;EM FUNCIONAMENTO;02JUL2019:00:00:00;266257;199481
2024;MULTIDISCIPLINAR;INTERDISCIPLINAR;SAÚDE E BIOLÓGICAS;NÃO SE APLICA;45;INTERDISCIPLINAR;42005019;21;PUCRS;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PARTICULAR;PRIVADA;UNIVERSIDADE;SUL;RS;PORTO ALEGRE;42005019021P1;GERONTOLOGIA BIOMÉDICA;42005019021M1;GERONTOLOGIA BIOMÉDICA;MESTRADO;7;2000;EM FUNCIONAMENTO;18SEP2012:00:00:00;265938;199309
