AN_BASE;NM_GRANDE_AREA_CONHECIMENTO;NM_AREA_CONHECIMENTO;NM_SUBAREA_CONHECIMENTO;NM_ESPECIALIDADE;CD_AREA_AVALIACAO;NM_AREA_AVALIACAO;CD_ENTIDADE_CAPES;CD_ENTIDADE_EMEC;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;CS_STATUS_JURIDICO;DS_DEPENDENCIA_ADMINISTRATIVA;DS_ORGANIZACAO_ACADEMICA;NM_REGIAO;SG_UF_PROGRAMA;NM_MUNICIPIO_PROGRAMA_IES;CD_PROGRAMA_IES;NM_PROGRAMA_IES;CD_CURSO_PPG;NM_CURSO;NM_GRAU_CURSO;CD_CONCEITO_CURSO;AN_INICIO_PREVISTO;DS_SITUACAO_CURSO;DT_SITUACAO_CURSO;ID_ADD_FOTO_PROGRAMA_IES;ID_ADD_FOTO_PROGRAMA
2024;LINGÜÍSTICA, LETRAS E ARTES;LINGÜÍSTICA;LINGÜÍSTICA APLICADA;NÃO SE APLICA;41;LINGUÍSTICA E LITERATURA;33003017;54;UNICAMP;UNIVERSIDADE ESTADUAL DE CAMPINAS;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;CAMPINAS;33003017043P7;LINGÜÍSTICA APLICADA;33003017043D8;LINGÜÍSTICA APLICADA;DOUTORADO;6;1993;EM FUNCIONAMENTO;18SEP2012:00:00:00;257583;193802
2024;CIÊNCIAS AGRÁRIAS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;CIÊNCIA DE ALIMENTOS;NÃO SE APLICA;25;CIÊNCIA DE ALIMENTOS;32004010;592;UFLA;UNIVERSIDADE FEDERAL DE LAVRAS;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;LAVRAS;32004010005P5;CIÊNCIAS DOS ALIMENTOS;32004010005D6;CIÊNCIAS DOS ALIMENTOS;DOUTORADO;6;1989;EM FUNCIONAMENTO;18SEP2012:00:00:00;259642;195423
2024;CIÊNCIAS HUMANAS;TEOLOGIA;NÃO SE APLICA;NÃO SE APLICA;44;CIÊNCIAS DA RELIGIÃO E TEOLOGIA;42016010;1382;EST;FACULDADE EST;PARTICULAR;PRIVADA;FACULDADE;SUL;RS;SÃO LEOPOLDO;42016010002P5;TEOLOGIA;42016010002F8;TEOLOGIA;MESTRADO PROFISSIONAL;4;2001;EM FUNCIONAMENTO;27DEC2018:00:00:00;260353;195969
2024;ENGENHARIAS;ENGENHARIA CIVIL;NÃO SE APLICA;NÃO SE APLICA;10;ENGENHARIAS I;33002010;55;USP;UNIVERSIDADE DE SÃO PAULO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;33002010130P0;ENGENHARIA CIVIL;33002010130M0;ENGENHARIA CIVIL;MESTRADO;6;1970;EM FUNCIONAMENTO;16OCT2020:00:00:00;259162;194993
2024;MULTIDISCIPLINAR;INTERDISCIPLINAR;SAÚDE E BIOLÓGICAS;NÃO SE APLICA;45;INTERDISCIPLINAR;40015017;609;UNIOESTE;UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUL;PR;CASCAVEL;40015017019P3;BIOCIÊNCIAS E SAÚDE;40015017019D4;BIOCIÊNCIAS E SAÚDE;DOUTORADO;5;2020;EM FUNCIONAMENTO;06MAR2020:00:00:00;257037;193310
2024;CIÊNCIAS HUMANAS;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;33004137;56;UNESP-RIO CLARO;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS RIO CLARO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;RIO CLARO;33004137064P2;EDUCAÇÃO;33004137064M2;EDUCAÇÃO;MESTRADO;5;2001;EM FUNCIONAMENTO;18FEB2020:00:00:00;257264;193514
2024;ENGENHARIAS;ENGENHARIA QUÍMICA;NÃO SE APLICA;NÃO SE APLICA;12;ENGENHARIAS II;42004012;12;FURG;UNIVERSIDADE FEDERAL DO RIO GRANDE;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;RS;RIO GRANDE;42004012025P0;ENGENHARIA QUIMICA;42004012025M0;ENGENHARIA QUÍMICA (PPGEQ);MESTRADO;3;2013;EM FUNCIONAMENTO;17JAN2013:00:00:00;257310;193560
2024;CIÊNCIAS AGRÁRIAS;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;NÃO SE APLICA;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;33004064;56;UNESP-BOTUCATU;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS BOTUCATU;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;BOTUCATU;33004064082P6;CIÊNCIA FLORESTAL;33004064082M6;CIÊNCIA FLORESTAL;MESTRADO;5;2007;EM FUNCIONAMENTO;07DEC2017:00:00:00;259649;195414
2024;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS, CULTURAS E HUMANIDADES;NÃO SE APLICA;45;INTERDISCIPLINAR;29007003;18812;UFSB;UNIVERSIDADE FEDERAL DO SUL DA BAHIA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;BA;PORTO SEGURO;29007003002P7;ESTADO E SOCIEDADE;29007003002M7;ESTADO E SOCIEDADE;MESTRADO;4;2017;EM FUNCIONAMENTO;27MAR2017:00:00:00;257378;193647
2024;CIÊNCIAS HUMANAS;FILOSOFIA;NÃO SE APLICA;NÃO SE APLICA;33;FILOSOFIA;40002012;9;UEL;UNIVERSIDADE ESTADUAL DE LONDRINA;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUL;PR;LONDRINA;40002012045P3;FILOSOFIA;40002012045M3;FILOSOFIA;MESTRADO;4;2010;EM FUNCIONAMENTO;01DEC2010:00:00:00;258577;194498
2024;CIÊNCIAS SOCIAIS APLICADAS;TURISMO;NÃO SE APLICA;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;23001011;570;UFRN;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;RN;NATAL;23001011046P5;TURISMO;23001011046D6;TURISMO;DOUTORADO;5;2014;EM FUNCIONAMENTO;17MAR2015:00:00:00;265210;198833
2024;CIÊNCIAS HUMANAS;GEOGRAFIA;NÃO SE APLICA;NÃO SE APLICA;36;GEOGRAFIA;31002013;574;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;SEROPÉDICA;31002013157P0;GEOGRAFIA;31002013157D1;PROGRAMA DE PÓS-GRADUAÇÃO EM GEOGRAFIA (PPGGEO);DOUTORADO;4;2024;EM FUNCIONAMENTO;15MAR2024:00:00:00;265510;198969
2024;ENGENHARIAS;ENGENHARIA QUÍMICA;NÃO SE APLICA;NÃO SE APLICA;12;ENGENHARIAS II;33083010;NI;IPT;INSTITUTO DE PESQUISAS TECNOLÓGICAS DO ESTADO DE SÃO PAULO;ESTADUAL;PÚBLICA;OUTRA;SUDESTE;SP;SÃO PAULO;33083010004P6;PROCESSOS INDUSTRIAIS;33083010004F9;PROCESSOS INDUSTRIAIS;MESTRADO PROFISSIONAL;3;2001;EM FUNCIONAMENTO;18SEP2012:00:00:00;263685;197945
2024;ENGENHARIAS;ENGENHARIA SANITÁRIA;NÃO SE APLICA;NÃO SE APLICA;10;ENGENHARIAS I;26001012;577;UFAL;UNIVERSIDADE FEDERAL DE ALAGOAS;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;AL;MACEIÓ;26001012019P6;RECURSOS HIDRICOS E SANEAMENTO;26001012019D7;RECURSOS HÍDRICOS E SANEAMENTO;DOUTORADO;4;2024;EM FUNCIONAMENTO;11JUN2024:00:00:00;260835;196306
2024;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;NÃO SE APLICA;NÃO SE APLICA;24;MEDICINA VETERINÁRIA;31033016;1027;UENF;UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;CAMPOS DOS GOYTACAZES;31033016020P7;MEDICINA VETERINÁRIA;31033016020M7;MESTRADO EM MEDICINA VETERINÁRIA;MESTRADO;A;2024;EM FUNCIONAMENTO;01APR2024:00:00:00;256382;192698
2024;CIÊNCIAS BIOLÓGICAS;FARMACOLOGIA;NÃO SE APLICA;NÃO SE APLICA;8;CIÊNCIAS BIOLÓGICAS II;33003017;54;UNICAMP;UNIVERSIDADE ESTADUAL DE CAMPINAS;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;CAMPINAS;33003017051P0;FARMACOLOGIA;33003017051M0;FARMACOLOGIA;MESTRADO;5;1989;EM FUNCIONAMENTO;18SEP2012:00:00:00;256534;192828
2024;MULTIDISCIPLINAR;ENSINO;ENSINO DE CIÊNCIAS E MATEMÁTICA;NÃO SE APLICA;46;ENSINO;23001011;570;UFRN;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;RN;NATAL;23001011077P8;ENSINO DE CIÊNCIAS E MATEMÁTICA;23001011077M8;ENSINO DE CIÊNCIAS E MATEMÁTICA;MESTRADO;4;2017;EM FUNCIONAMENTO;01AUG2017:00:00:00;256530;192824
2024;CIÊNCIAS SOCIAIS APLICADAS;COMUNICAÇÃO;NÃO SE APLICA;NÃO SE APLICA;31;COMUNICAÇÃO E INFORMAÇÃO;33003017;54;UNICAMP;UNIVERSIDADE ESTADUAL DE CAMPINAS;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;CAMPINAS;33003017044P3;MULTIMEIOS;33003017044D4;MULTIMEIOS;DOUTORADO;5;1998;EM FUNCIONAMENTO;18SEP2012:00:00:00;258008;193994
2024;MULTIDISCIPLINAR;INTERDISCIPLINAR;POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS;NÃO SE APLICA;45;INTERDISCIPLINAR;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;RS;PORTO ALEGRE;42001013071P3;DESENVOLVIMENTO RURAL;42001013071D4;DESENVOLVIMENTO RURAL;DOUTORADO;6;2003;EM FUNCIONAMENTO;18SEP2012:00:00:00;258508;194430
2024;CIÊNCIAS DA SAÚDE;NUTRIÇÃO;NÃO SE APLICA;NÃO SE APLICA;50;NUTRIÇÃO;31001017;586;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;31001017151P6;NUTRIÇÃO CLÍNICA;31001017151F9;NUTRIÇÃO CLÍNICA;MESTRADO PROFISSIONAL;3;2013;EM FUNCIONAMENTO;03FEB2017:00:00:00;259696;195455
2024;MULTIDISCIPLINAR;MATERIAIS;NÃO SE APLICA;NÃO SE APLICA;47;MATERIAIS;33004099;56;UNESP-ILHA SOLTEIRA;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS ILHA SOLTEIRA;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;ILHA SOLTEIRA;33004099083P9;CIÊNCIA DOS MATERIAIS;33004099083M9;CIÊNCIA DOS MATERIAIS;MESTRADO;6;1997;EM FUNCIONAMENTO;18SEP2012:00:00:00;258709;194631
2024;CIÊNCIAS BIOLÓGICAS;BIOQUÍMICA;NÃO SE APLICA;NÃO SE APLICA;8;CIÊNCIAS BIOLÓGICAS II;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;RS;SANTA MARIA;42002010023P9;CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA TOXICOLÓGICA);42002010023D0;CIÊNCIAS BIOLÓGICAS (BIOQUÍMICA TOXICOLÓGICA);DOUTORADO;6;2003;EM FUNCIONAMENTO;18SEP2012:00:00:00;257964;193950
2024;CIÊNCIAS EXATAS E DA TERRA;CIÊNCIA DA COMPUTAÇÃO;NÃO SE APLICA;NÃO SE APLICA;2;COMPUTAÇÃO;40002012;9;UEL;UNIVERSIDADE ESTADUAL DE LONDRINA;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUL;PR;LONDRINA;40002012033P5;CIÊNCIA DA COMPUTAÇÃO;40002012033M5;CIÊNCIA DA COMPUTAÇÃO;MESTRADO;4;2008;EM FUNCIONAMENTO;18SEP2012:00:00:00;256965;193231
2024;ENGENHARIAS;ENGENHARIA DE MATERIAIS E METALÚRGICA;NÃO SE APLICA;NÃO SE APLICA;12;ENGENHARIAS II;32004010;592;UFLA;UNIVERSIDADE FEDERAL DE LAVRAS;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;LAVRAS;32004010050P0;ENGENHARIA QUÍMICA E DE MATERIAIS;32004010050M0;ENGENHARIA QUÍMICA E DE MATERIAIS;MESTRADO;A;2023;EM FUNCIONAMENTO;19AUG2024:00:00:00;257475;193714
2024;CIÊNCIAS DA SAÚDE;EDUCAÇÃO FÍSICA;NÃO SE APLICA;NÃO SE APLICA;21;EDUCAÇÃO FÍSICA, FISIOTERAPIA, FONOAUDIOLOGIA E TERAPIA OCUPACIONAL;15001016;569;UFPA;UNIVERSIDADE FEDERAL DO PARÁ;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;PA;BELÉM;15001016165P1;CIÊNCIAS DO MOVIMENTO HUMANO;15001016165M1;CIÊNCIAS DO MOVIMENTO HUMANO;MESTRADO;3;2019;EM FUNCIONAMENTO;23JAN2019:00:00:00;257109;193374
2024;LINGÜÍSTICA, LETRAS E ARTES;LINGÜÍSTICA;NÃO SE APLICA;NÃO SE APLICA;41;LINGUÍSTICA E LITERATURA;30001013;573;UFES;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;ES;VITÓRIA;30001013022P9;LINGÜÍSTICA;30001013022D0;DOUTORADO EM ESTUDOS LINGUÍSTICOS;DOUTORADO;5;2016;EM FUNCIONAMENTO;05MAR2019:00:00:00;260248;195882
2024;MULTIDISCIPLINAR;INTERDISCIPLINAR;POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS;NÃO SE APLICA;45;INTERDISCIPLINAR;22003010;29;UECE;UNIVERSIDADE ESTADUAL DO CEARÁ;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORDESTE;CE;FORTALEZA;22003010026P4;CIÊNCIAS NATURAIS;22003010026D5;CIÊNCIAS NATURAIS;DOUTORADO;5;2019;EM FUNCIONAMENTO;18MAR2019:00:00:00;256685;192974
2024;CIÊNCIAS DA SAÚDE;NUTRIÇÃO;NÃO SE APLICA;NÃO SE APLICA;50;NUTRIÇÃO;32002017;8;UFV;UNIVERSIDADE FEDERAL DE VIÇOSA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;VIÇOSA;32002017024P3;CIÊNCIA DA NUTRIÇÃO;32002017024M3;CIÊNCIA DA NUTRIÇÃO;MESTRADO;7;2001;EM FUNCIONAMENTO;18SEP2012:00:00:00;257033;193306
2024;CIÊNCIAS BIOLÓGICAS;FISIOLOGIA;NÃO SE APLICA;NÃO SE APLICA;8;CIÊNCIAS BIOLÓGICAS II;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;RS;PORTO ALEGRE;42001013009P6;CIÊNCIAS BIOLÓGICAS (FISIOLOGIA);42001013009M6;CIÊNCIAS BIOLÓGICAS (FISIOLOGIA);MESTRADO;5;1976;EM FUNCIONAMENTO;18SEP2012:00:00:00;256992;193285
2024;CIÊNCIAS HUMANAS;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;30001013;573;UFES;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;ES;VITÓRIA;30001013107P4;PROFISSIONAL EM EDUCAÇÃO;30001013107F7;PROGRAMA DE MESTRADO PROFISSIONAL EM EDUCAÇÃO;MESTRADO PROFISSIONAL;4;2017;EM FUNCIONAMENTO;25SEP2017:00:00:00;259623;195408
2024;MULTIDISCIPLINAR;MATERIAIS;NÃO SE APLICA;NÃO SE APLICA;47;MATERIAIS;26001012;577;UFAL;UNIVERSIDADE FEDERAL DE ALAGOAS;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;AL;MACEIÓ;26001012028P5;MATERIAIS;26001012028D6;MATERIAIS;DOUTORADO;4;2010;EM FUNCIONAMENTO;06DEC2010:00:00:00;258676;194595
2024;ENGENHARIAS;ENGENHARIA DE MATERIAIS E METALÚRGICA;NÃO SE APLICA;NÃO SE APLICA;12;ENGENHARIAS II;32001010;575;UFMG;UNIVERSIDADE FEDERAL DE MINAS GERAIS;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;BELO HORIZONTE;32001010017P0;ENGENHARIA METALÚRGICA, MATERIAIS E DE MINAS;32001010017D1;ENGENHARIA METALÚRGICA, MATERIAIS E DE MINAS;DOUTORADO;6;1984;EM FUNCIONAMENTO;18SEP2012:00:00:00;259239;195070
2024;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO;NÃO SE APLICA;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;22003010;29;UECE;UNIVERSIDADE ESTADUAL DO CEARÁ;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORDESTE;CE;FORTALEZA;22003010013P0;ADMINISTRAÇÃO;22003010013M0;ADMINISTRAÇÃO;MESTRADO;4;2005;EM FUNCIONAMENTO;18SEP2012:00:00:00;259381;195191
2024;CIÊNCIAS AGRÁRIAS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;ENGENHARIA DE ALIMENTOS;NÃO SE APLICA;25;CIÊNCIA DE ALIMENTOS;33004153;56;UNESP-SJ RIO PRETO;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS SÃO JOSÉ DO RIO PRETO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SÃO JOSÉ DO RIO PRETO;33004153070P3;ALIMENTOS, NUTRIÇÃO E ENGENHARIA DE ALIMENTOS;33004153070D4;ALIMENTOS, NUTRIÇÃO E ENGENHARIA DE ALIMENTOS;DOUTORADO;5;2005;EM FUNCIONAMENTO;18SEP2012:00:00:00;256098;192417
2024;CIÊNCIAS HUMANAS;GEOGRAFIA;NÃO SE APLICA;NÃO SE APLICA;36;GEOGRAFIA;33004013;56;UNESP;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;33004013068P6;DESENVOLVIMENTO TERRITORIAL NA AMÉRICA LATINA E CARIBE;33004013068D7;DESENVOLVIMENTO TERRITORIAL NA AMÉRICA LATINA E CARIBE - TERRITORIAL;DOUTORADO;4;2024;EM FUNCIONAMENTO;09AUG2024:00:00:00;256838;193132
2024;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;NÃO SE APLICA;NÃO SE APLICA;26;DIREITO;15001016;569;UFPA;UNIVERSIDADE FEDERAL DO PARÁ;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;PA;BELÉM;15001016170P5;DIREITO E DESENVOLVIMENTO NA AMAZÔNIA;15001016170F8;PROGRAMA DE PÓS-GRADUÇÃO EM DIREITO E DESENVOLVIMENTO;MESTRADO PROFISSIONAL;A;2021;EM FUNCIONAMENTO;15APR2021:00:00:00;256614;192906
2024;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;NÃO SE APLICA;NÃO SE APLICA;26;DIREITO;22012010;1556;UNI7;CENTRO UNIVERSITÁRIO SETE DE SETEMBRO;PARTICULAR;PRIVADA;CENTRO UNIVERSITÁRIO;NORDESTE;CE;FORTALEZA;22012010001P0;DIREITO;22012010001M0;DIREITO;MESTRADO;4;2016;EM FUNCIONAMENTO;17SEP2020:00:00:00;256638;192941
2024;CIÊNCIAS DA SAÚDE;FARMÁCIA;NÃO SE APLICA;NÃO SE APLICA;19;FARMÁCIA;53001010;2;UNB;UNIVERSIDADE DE BRASÍLIA;FEDERAL;PÚBLICA;UNIVERSIDADE;CENTRO-OESTE;DF;BRASÍLIA;53001010085P9;CIÊNCIAS FARMACÊUTICAS;53001010085M9;CIÊNCIAS FARMACÊUTICAS;MESTRADO;5;2011;EM FUNCIONAMENTO;12JAN2017:00:00:00;256446;192742
2024;CIÊNCIAS AGRÁRIAS;AGRONOMIA;NÃO SE APLICA;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;24013020;NI;UFPB-BANANEIRAS;UNIVERSIDADE FEDERAL DA PARAÍBA - CAMPUS BANANEIRAS;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;PB;BANANEIRAS;24013020002P7;CIÊNCIAS AGRÁRIAS (AGROECOLOGIA);24013020002M7;CIÊNCIAS AGRÁRIAS (AGROECOLOGIA);MESTRADO;3;2023;EM FUNCIONAMENTO;11OCT2023:00:00:00;256781;193080
2024;MULTIDISCIPLINAR;MATERIAIS;NÃO SE APLICA;NÃO SE APLICA;47;MATERIAIS;33009015;591;UNIFESP;UNIVERSIDADE FEDERAL DE SÃO PAULO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SÃO JOSÉ DOS CAMPOS;33009015080P8;ENGENHARIA E CIÊNCIA DE MATERIAIS;33009015080D9;ENGENHARIA E CIÊNCIA DE MATERIAIS;DOUTORADO;5;2012;EM FUNCIONAMENTO;16JAN2013:00:00:00;256356;192655
2024;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;NÃO SE APLICA;NÃO SE APLICA;4;QUÍMICA;33003017;54;UNICAMP;UNIVERSIDADE ESTADUAL DE CAMPINAS;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;CAMPINAS;33003017007P0;QUÍMICA;33003017007M0;QUÍMICA;MESTRADO;7;1972;EM FUNCIONAMENTO;18SEP2012:00:00:00;256631;192934
2024;MULTIDISCIPLINAR;INTERDISCIPLINAR;SAÚDE E BIOLÓGICAS;NÃO SE APLICA;45;INTERDISCIPLINAR;53001010;2;UNB;UNIVERSIDADE DE BRASÍLIA;FEDERAL;PÚBLICA;UNIVERSIDADE;CENTRO-OESTE;DF;BRASÍLIA;53001010088P8;CIÊNCIAS E TECNOLOGIAS EM SAÚDE;53001010088D9;CIÊNCIAS E TECNOLOGIAS EM SAÚDE;DOUTORADO;5;2011;EM FUNCIONAMENTO;19OCT2012:00:00:00;261106;196469
2024;CIÊNCIAS DA SAÚDE;MEDICINA;NÃO SE APLICA;NÃO SE APLICA;15;MEDICINA I;42023017;15958;HCPA;HOSPITAL DE CLÍNICAS DE PORTO ALEGRE;FEDERAL;PÚBLICA;OUTRA;SUL;RS;PORTO ALEGRE;42023017002P8;PESQUISA CLÍNICA;42023017002F0;PESQUISA CLÍNICA;MESTRADO PROFISSIONAL;4;2016;EM FUNCIONAMENTO;07MAR2017:00:00:00;265242;198884
2024;CIÊNCIAS SOCIAIS APLICADAS;PLANEJAMENTO URBANO E REGIONAL;NÃO SE APLICA;NÃO SE APLICA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA;42024013;532;UNIJUÍ;UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL;PARTICULAR;PRIVADA;UNIVERSIDADE;SUL;RS;IJUÍ;42024013003P0;DESENVOLVIMENTO REGIONAL;42024013003M0;DESENVOLVIMENTO REGIONAL;MESTRADO;5;2002;EM FUNCIONAMENTO;19MAR2020:00:00:00;264705;198557
2024;CIÊNCIAS EXATAS E DA TERRA;FÍSICA;NÃO SE APLICA;NÃO SE APLICA;3;ASTRONOMIA / FÍSICA;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;RS;SANTA MARIA;42002010019P1;FÍSICA;42002010019D2;FÍSICA;DOUTORADO;4;1999;EM FUNCIONAMENTO;18SEP2012:00:00:00;263145;197716
2024;MULTIDISCIPLINAR;BIOTECNOLOGIA;NÃO SE APLICA;NÃO SE APLICA;48;BIOTECNOLOGIA;12001015;4;UFAM;UNIVERSIDADE FEDERAL DO AMAZONAS;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AM;MANAUS;12001015013P9;BIOTECNOLOGIA;12001015013M9;BIOTECNOLOGIA;MESTRADO;4;2003;EM FUNCIONAMENTO;18SEP2012:00:00:00;265670;199084
2024;CIÊNCIAS HUMANAS;HISTÓRIA;NÃO SE APLICA;NÃO SE APLICA;40;HISTÓRIA;32001010;575;UFMG;UNIVERSIDADE FEDERAL DE MINAS GERAIS;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;BELO HORIZONTE;32001010043P1;HISTÓRIA;32001010043M1;HISTÓRIA;MESTRADO;7;1990;EM FUNCIONAMENTO;18SEP2012:00:00:00;257889;193856
2024;CIÊNCIAS HUMANAS;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;33003017;54;UNICAMP;UNIVERSIDADE ESTADUAL DE CAMPINAS;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;CAMPINAS;33003017172P1;EDUCAÇÃO ESCOLAR;33003017172F4;EDUCAÇÃO ESCOLAR;MESTRADO PROFISSIONAL;4;2016;EM FUNCIONAMENTO;21AUG2018:00:00:00;257213;193487
2024;CIÊNCIAS AGRÁRIAS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;ENGENHARIA DE ALIMENTOS;NÃO SE APLICA;25;CIÊNCIA DE ALIMENTOS;24009016;2564;UFCG;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;PB;CAMPINA GRANDE;24009016173P0;ENGENHARIA DE ALIMENTOS;24009016173M0;ENGENHARIA DE ALIMENTOS;MESTRADO;3;2019;EM FUNCIONAMENTO;11JUL2019:00:00:00;257478;193717
2024;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO;ADMINISTRAÇÃO PÚBLICA;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;53001010;2;UNB;UNIVERSIDADE DE BRASÍLIA;FEDERAL;PÚBLICA;UNIVERSIDADE;CENTRO-OESTE;DF;BRASÍLIA;53001010102P0;GESTÃO PÚBLICA;53001010102F3;GESTÃO PÚBLICA;MESTRADO PROFISSIONAL;4;2013;EM FUNCIONAMENTO;24FEB2014:00:00:00;258125;194071
